consorciado;numero requerimiento;fecha requerimiento;descripcion;tipo solicitud;sede;ubicacion;numero cotizacion consorcio;fecha cotizacion consorcio;numero cotizacion consorciado;fecha cotizacion consorciado;estado cotizacion;valor mano de obra;valor materiales;costo directo;administracion;imprevistos;utilidad;impuesto;total;valor facturado;valor pagado;numero factura;tipo acta;fecha acta;detalle acta;pago consorciado;numero factura consorciado;valor mano obra consorciado;valor materiales consorciado;costo directo consorciado;administracion consorciado;imprevistos consorciado;utilidad consorciado;impuesto consorciado;total consorciado;valor mano obra administracion;valor materiales administracion;costo directo administracion;administracion administracion;imprevistos administracion;utilidad administracion;impuesto administracion;total administracion
ANDINA S.A.;00000080;2009-04-11;"Mantenimiento Planta, Transferencia no actuo";Emergencia;VILLAVICENCIO - CD;Villavicencio;00000069-00;2009-04-21;CT-CIM-09-13 ;2009-03-22;Facturada total;355832;0;355832;0;0;0;56933;412765;412765;366628;115;Acta finalización;2009-10-26;;Si;115;252847;0;252847;0;0;0;40456;293303;63212;0;63212;0;0;0;10114;73326
INGELCOR LTDA;00000101;2009-04-21;"Aire Acondicionado POSM";Proyecto;VALLEDUPAR - CD;Valledupar;00000070-00;2009-04-21;ING-CC-002 ;2009-03-22;Facturada total;660000;7578126;8238126;0;0;0;1318100;9556226;9556226;0;129;Acta finalización;2009-11-06;;No;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000064;2009-03-30;"Adecuación Instalaciones Eléctricas División de Envase Parcial 1";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000071-00;2009-04-21;CT-CIM-09-06 P1;2009-05-04;Facturada total;4832750;7054400;11887150;0;0;0;1901944;13789094;13789094;12291313;123;Acta finalización;2009-10-26;;Si;123;3446251;6288146;9734397;0;0;0;1557503;11291900;861563;0;861563;0;0;0;137850;999413
ANDINA S.A.;00000064;2009-03-30;"Adecuación Instalaciones Eléctricas División de Envase Parcial 1";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000071-01;2009-06-17;CT-CIM-09-06 P2;2009-06-17;Facturada total;1908500;3992000;5900500;0;0;0;944080;6844580;6844580;6107017;154;Acta finalización;2009-10-26;;Si;154;1362274;3561827;4924101;0;0;0;787856;5711957;340569;0;340569;0;0;0;54491;395060
ENERCON LTDA;00000078;2009-04-08;"Emergencia Planta Electrica 75 KVA, se activó una alarma.";Emergencia;ARMENIA - CD;Armenia;00000072-00;2009-04-22;EAR-055-09 ;2009-04-23;Facturada total;111916;0;111916;0;0;0;17906;129822;129823;115312;115;Acta finalización;2009-10-23;;Si;115;79526;0;79526;0;0;0;12724;92250;19881;0;19881;0;0;0;3181;23062
ENERCON LTDA;00000098;2009-04-20;"Mantenimiento transformador de 75 KVA";Mantenimiento;PEREIRA - CD;Pereira;00000073-00;2009-04-22;EPE-052-09 ;2009-04-23;Facturada total;750000;0;750000;0;0;0;120000;870000;870000;772755;115;Acta finalización;2009-10-23;;Si;115;532934;0;532934;0;0;0;85270;618204;133234;0;133234;0;0;0;21317;154551
INCOEL LTDA;00000104;2009-04-22;"Tablero Electrico CCTV";Servicio por demanda;CERVECERIA DEL VALLE;Yumbo;00000074-00;2009-04-22;OM09-265 ;2009-04-23;Facturada total;67000;128600;195600;0;0;0;31296;226896;226896;201468;180;Acta finalización;2009-10-23;;Si;180;47593;114188;161781;0;0;0;25885;187666;11898;0;11898;0;0;0;1904;13802
INCOEL LTDA;00000083;2009-04-17;"Mantenimiento Aires Acondicionado";Mantenimiento;CALI - VENTAS;Cali;00000075-00;2009-04-22;OM09-266 ;2009-05-28;Pendiente;8200000;1700000;9900000;0;0;0;1584000;11484000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000093;2009-04-20;"Arreglo de Lamapara Distribución";Servicio por demanda;TECHO;Bogotá;00000076-00;2009-04-22;OM09-268 ;2009-04-23;Facturada total;34000;112100;146100;0;0;0;23376;169476;169476;150533;115;Acta finalización;2009-10-23;;Si;115;24160;99570;123730;0;0;0;19797;143527;6040;0;6040;0;0;0;966;7006
INCOEL LTDA;00000106;2009-04-23;"Adecuación Iluminación Almacen";Proyecto;CERVECERIA AGUILA;Barranquilla;00000077-00;2009-04-23;OM09-267 ;2009-04-23;Pendiente;829600;3079510;3909110;0;0;0;625457;4534567;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000085;2009-04-17;"Normalización Subestación Eléctrica";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000078-00;2009-04-21;OM09-270 ;2009-04-25;Facturada total;10188000;15631760;25819760;0;0;0;4131161;29950921;29950922;26603131;209;Acta finalización;2009-10-23;;Si;209;7239382;13884506;21123888;0;0;0;3379822;24503710;1809845;0;1809845;0;0;0;289575;2099420
INGELCOR LTDA;00000094;2009-04-20;"Normalizar la Subestación eléctrica";Proyecto;CARTAGENA - CD TURBACO;Cartagena;00000079-00;2009-04-24;ING-CC-001 ;2009-04-25;Facturada total;5463000;16087000;21550000;0;0;0;3448000;24998000;24998000;22315025;197;Acta finalización;2009-10-23;;Si;197;3901336;14360421;18261757;0;0;0;2921881;21183638;975334;0;975334;0;0;0;156053;1131387
INCOEL LTDA;00000086;2009-04-17;"Acom UPS 20 KVA";Proyecto;BOGOTA - VTAS SURORIENTE AMERICAS;Bogotá;00000080-00;2009-04-23;OM09-271 ;2009-04-24;Reemplazada;2580000;30895340;33475340;0;0;0;5356054;38831394;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000090;2009-04-20;"Aumento de carga de 75 o 112.5kVA 13.2/ 0.22kV ";Proyecto;TUNJA - CD;Tunja;00000081-00;2009-04-24;CT-CIM-09-14(A);2009-04-24;Facturada total;6527000;19120000;25647000;0;0;0;4103520;29750520;29750520;26416410;186;Acta finalización;2009-10-26;;Si;186;4636421;16977241;21613662;0;0;0;3458186;25071848;1159105;0;1159105;0;0;0;185457;1344562
INCOEL LTDA;00000091;2009-04-20;"Cambio de Planta Electrica 75 KVA.";Proyecto;CALI - VENTAS;Cali;00000082-00;2009-04-24;OM09-269C ;2009-04-24;Reemplazada;9309650;40274348;49583998;0;0;0;7933439;57517437;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000087;2009-04-17;"Suministro e Instalación de UPS 120 KVA y Planta Electrica 120 KVA Ventas y Distribución";Proyecto;TECHO;Bogotá;00000083-00;2009-04-24;OM09-295 ;2009-07-11;Recotizada;33116000;175625200;208741200;0;0;0;33398592;242139792;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000096;2009-04-20;"Adecuaciones Baja Tensión Gestion de Proveedores";Servicio por demanda;TECHO;Bogotá;00000084-00;2009-04-24;OM09-273 ;2009-04-24;Facturada total;35940;54800;90740;0;0;0;14518;105258;105258;93493;115;Acta finalización;2009-10-23;;Si;115;25538;48675;74213;0;0;0;11874;86087;6385;0;6385;0;0;0;1022;7407
ANDINA S.A.;00000095;2009-04-20;"Mantenimiento Subestaciones Electrica Club Deportivo";Proyecto;TECHO;Bogotá;00000085-00;2009-04-27;CT-CIM-09-15 ;2009-04-28;Pendiente;5103391;1310000;6413391;0;0;0;1026142;7439533;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000103;2009-04-22;"Problemas de Energía ";Emergencia;TUNJA - CD;Tunja;00000086-00;2009-04-28;CT-CIM-09-16 ;2009-04-29;Facturada total;397000;0;397000;0;0;0;63520;460520;460520;409045;122;Acta finalización;2009-10-26;;Si;122;282100;0;282100;0;0;0;45136;327236;70525;0;70525;0;0;0;11284;81809
ANDINA S.A.;00000081;2009-04-13;"Cambio de seccionadores de media tensión";Proyecto;CERVECERIA DE BOYACA;Tibasosa;00000087-00;2009-04-28;CT-CIM-09-07 ;2009-04-29;Recotizada;3819999;20745000;24564999;0;0;0;3930399;28495398;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000109;2009-04-28;"Tablero Electrico ";Proyecto;BOGOTA - PARQUE CENTRAL BAVARIA;Bogotá;00000088-00;2009-04-24;OM09-275 ;2009-04-30;Reemplazada;1371000;7698025;9069025;0;0;0;1451044;10520069;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000114;2009-04-30;"Cableado Estructurado Sala de Distribuidores";Proyecto;CERVECERIA DEL VALLE;Yumbo;00000089-00;2009-04-24;OM09-281 ;2009-04-30;Pendiente;755400;3294832;4050232;0;0;0;648037;4698269;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000089;2009-04-20;"Puntos de Datos Oficina Deposito";Servicio por demanda;TECHO;Bogotá;00000090-00;2009-04-24;OM09-272 ;2009-04-30;Descartada;281500;803097;1084597;0;0;0;173535;1258132;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000117;2009-05-02;"Tendido de cable MT 15 Kv, No. 2 AWG entre subestación Envase y Acueducto";Proyecto;CERVECERIA AGUILA;Barranquilla;00000091-00;2009-05-01;OM09-274 ;2009-05-04;Pendiente;11465455;8299300;19764755;0;0;0;3162360;22927115;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CICONTROL LTDA;00000082;2009-04-14;"Sistema de Puesta a Tierra";Proyecto;TECHO;Bogotá;00000092-00;2009-05-05;092 ;2009-05-05;Pendiente;2035000;667652;2702652;0;0;0;432424;3135076;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000110;2009-04-29;"Repuesto Aire Acondicionado Oficina Ventas Cali";Proyecto;CALI - VENTAS;Cali;00000093-00;2009-05-04;OM09-282 ;2009-05-05;Pendiente;136500;279500;416000;0;0;0;66560;482560;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000112;2009-04-30;"Centro de Computo, UPS, red normal y regulada";Proyecto;TECHO;Bogotá;00000094-00;2009-05-05;OM09-276 ;2009-05-05;Pendiente;1396010;9706463;11102473;0;0;0;1776395;12878868;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ENERCON LTDA;00000092;2009-04-20;"Cambio de Iluminación, Mantenimiento, …Traslado y puesta en marcha de planta e iluminación";Proyecto;MANIZALES - VENTAS;Manizales;00000095-00;2009-05-04;EMA-056-09 ;2009-05-05;Facturada total;7957000;17514500;25471500;0;0;0;4075440;29546940;29546940;0;203;Acta finalización;2009-11-06;;No;203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000111;2009-04-29;"Instalaciones Eléctricas para nuevo CAT ";Proyecto;TECHO;Bogotá;00000096-00;2009-05-06;OM09-279 ;2009-05-06;Pendiente;5196400;28061155;33257555;0;0;0;5321208;38578763;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000097;2009-04-20;"Mantenimiento de iluminación y varios Club Deportivo";Servicio por demanda;TECHO;Bogotá;00000097-00;2009-05-07;OM09-298 ;2009-06-24;Facturada total;117704;175400;293104;0;0;0;46896;340000;340001;301997;211;Acta finalización;2009-10-23;;Si;211;83638;155795;239433;0;0;0;38309;277742;20910;0;20910;0;0;0;3346;24256
INCOEL LTDA;00000113;2009-04-30;"Combustible Planta Y Soporte Eléctrico Mayo 1 de 2009 División de Ingeniería";Servicio por demanda;TECHO;Bogotá;00000098-00;2009-05-06;OM09-297 ;2009-05-07;Facturada total;86916;78400;165316;0;0;0;26450;191766;191767;170332;122;Acta finalización;2009-10-23;;Si;122;61761;69637;131398;0;0;0;21024;152422;15440;0;15440;0;0;0;2470;17910
INCOEL LTDA;00000088;2009-04-20;"Tomas Electricas Parqueadero";Servicio por demanda;TECHO;Bogotá;00000099-00;2009-05-07;OM09-280 ;2009-05-07;Pendiente;233600;825000;1058600;0;0;0;169376;1227976;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000115;2009-04-30;"Suministro de transferencia automática 225 KVA 220V puesta en Monteria";Proyecto;MONTERIA - CD;Montería;00000100-00;2009-05-08;OM09-284 ;2009-05-26;Facturada total;0;13301750;13301750;0;0;0;2128280;15430030;15430030;13900328;201;Acta finalización;2009-10-23;;Si;201;0;11983041;11983041;0;0;0;1917287;13900328;0;0;0;0;0;0;0;0
INCOEL LTDA;00000116;2009-04-30;"Alquiler de Planta Electrica 150 KVA puesta en Montería, Instalación y puesta en marcha";Proyecto;MONTERIA - CD;Montería;00000101-00;2009-05-08;OM09-285 ;2009-05-12;Pendiente;29750000;0;29750000;0;0;0;4760000;34510000;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000100;2009-04-21;"Mantenimiento Basico Planta Electrica";Emergencia;SANTA MARTA - CD;Santa Marta;00000102-00;2009-05-27;ING-CC-003 ;2009-06-18;Facturada total;1390244;258400;1648644;0;0;0;263783;1912427;1912427;1698664;155;Acta finalización;2009-10-23;;Si;155;987879;229517;1217396;0;0;0;194783;1412179;246970;0;246970;0;0;0;39515;286485
INGELCOR LTDA;00000121;2009-05-06;"Mantenimiento Planta Electrica, cambio de cargador de baterias y bateria POSM";Emergencia;VALLEDUPAR - CD;Valledupar;00000103-00;2009-05-27;ING-CC-004 ;2009-06-18;Facturada total;1582244;1405000;2987244;0;0;0;477959;3465203;3465203;3077877;155;Acta finalización;2009-10-23;;Si;155;1124310;1247955;2372265;0;0;0;379562;2751827;281077;0;281077;0;0;0;44972;326049
ANDINA S.A.;00000122;2009-05-06;"Emergencia Falla en la Red Media Tensión División Ventas";Emergencia;NEIVA -  CD;Neiva;00000104-00;2009-05-22;CT-CIM-09-23 ;2009-05-22;Facturada total;237000;665000;902000;0;0;0;144320;1046320;1046320;929367;122;Acta finalización;2009-10-26;;Si;122;168407;590669;759076;0;0;0;121452;880528;42102;0;42102;0;0;0;6736;48838
ANDINA S.A.;00000130;2009-05-12;"Suministro e Instalación de Ventiladores";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000105-00;2009-05-12;CT-CIM-09-09 ;2009-05-12;Facturada total;480000;3300000;3780000;0;0;0;604800;4384800;4384800;3912300;138;Acta finalización;2009-10-26;;Si;138;342621;2944397;3287018;0;0;0;525923;3812941;85655;0;85655;0;0;0;13705;99360
INCOEL LTDA;00000131;2009-05-12;"Adecuaciones Electricas POSM ";Proyecto;CERVECERIA AGUILA;Barranquilla;00000106-00;2009-05-12;OM09-288 ;2009-05-12;Facturada total;3861256;24844970;28706226;0;0;0;4592996;33299222;33299222;29578895;178;Acta finalización;2009-10-23;;Si;178;3429860;22069187;25499047;0;0;0;4079848;29578895;0;0;0;0;0;0;0;0
INCOEL LTDA;00000129;2009-05-12;"Sum e inst de 63 cilindros en leds, inc retiro de cilindros 2x26W existentes División Ingeniería";Proyecto;TECHO;Bogotá;00000108-00;2009-05-13;OM09-277 ;2009-05-14;Pendiente;1512000;34202700;35714700;0;0;0;5714352;41429052;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000123;2009-05-06;"Mantenimiento Planta Electrica CD";Mantenimiento;GIRARDOT - CD;Girardot;00000109-00;2009-05-20;CT-CIM-09-22 ;2009-05-21;Facturada total;1250000;0;1250000;0;0;0;200000;1450000;1450000;1287925;122;Acta finalización;2009-10-26;;Si;122;888224;0;888224;0;0;0;142116;1030340;222056;0;222056;0;0;0;35529;257585
INCOEL LTDA;00000135;2009-05-14;"Mantenimiento Transformadores";Mantenimiento;CERVECERIA DEL VALLE;Yumbo;00000110-00;2009-05-14;OM09-278 ;2009-05-15;Facturada total;4345136;0;4345136;0;0;0;695221;5040357;5040359;4475491;163;Acta finalización;2009-10-23;;Si;163;3086546;0;3086546;0;0;0;493847;3580393;771636;0;771636;0;0;0;123462;895098
INCOEL LTDA;00000139;2009-05-15;"Reparación Sistema de Puesta a Tierra";Servicio por demanda;CERVECERIA TOCANCIPÁ;Tocancipá;00000111-00;2009-05-15;OM09-311 ;2009-05-18;Ejecutada;135500;962650;1098150;0;0;0;175704;1273854;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000140;2009-05-15;"Adecuaciones Planta Electrica y Centro de Distribución";Proyecto;POPAYAN - CD;Popayán;00000112-00;2009-05-15;OM09-312 ;2009-06-11;En ejecución;3230000;16380700;19610700;0;0;0;3137712;22748412;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000154;2009-05-17;"Atencion de emergencia en PCB por UPS de 30 kVA en piso 28 en Bypass";Emergencia;BOGOTA - PARQUE CENTRAL BAVARIA;Bogotá;00000113-00;2009-05-20;OM09-308 ;2009-05-20;Facturada total;60345;0;60345;0;0;0;9655;70000;70000;62176;122;Acta finalización;2009-10-23;;Si;122;42880;0;42880;0;0;0;6861;49741;10720;0;10720;0;0;0;1715;12435
ANDINA S.A.;00000119;2009-05-05;"Mantenimiento Motores Zona de Envase";Mantenimiento;CERVECERIA BUCARAMANGA;Bucaramanga;00000114-00;2009-05-05;CT-CIM-09-17 ;2009-05-18;Reemplazada;2100000;360000;2460000;0;0;0;393600;2853600;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000142;2009-05-15;"Mantenimiento de luminarias en el edificio administrativo Parcial 1";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000115-00;2009-05-15;CT-CIM-09-19 P1;2009-05-22;Facturada total;945500;2866000;3811500;0;0;0;609840;4421340;4421340;3963960;125;Acta finalización;2009-10-26;;Si;125;678152;2569517;3247669;0;0;0;519627;3767296;169538;0;169538;0;0;0;27126;196664
ANDINA S.A.;00000142;2009-05-15;"Mantenimiento de luminarias en el edificio administrativo Parcial 1";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000115-01;2009-06-17;CT-CIM-09-19 P2;2009-06-17;Facturada total;2828000;6444000;9272000;0;0;0;1483520;10755520;10775520;9550160;158;Acta finalización;2009-10-26;;Si;158;2008855;5721828;7730683;0;0;0;1236909;8967592;502214;0;502214;0;0;0;80354;582568
ANDINA S.A.;00000081;2009-04-13;"Cambio de seccionadores de media tensión";Proyecto;CERVECERIA DE BOYACA;Tibasosa;00000116-00;2009-05-19;CT-CIM-09-20 ;2009-05-19;Recotizada;1273333;6915000;8188333;0;0;0;1310133;9498466;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000125;2009-05-08;"Mantenimiento Iluminación Taller Montacargas";Servicio por demanda;TECHO;Bogotá;00000117-00;2009-05-19;OM09-300 ;2009-07-02;Pendiente;3742000;3428000;7170000;0;0;0;1147200;8317200;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000127;2009-05-11;"Revisión iluminación-Deposito Techo";Servicio por demanda;TECHO;Bogotá;00000118-00;2009-05-19;OM09-301 ;2009-05-19;Pendiente;76000;296600;372600;0;0;0;59616;432216;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000141;2009-05-15;"Bomba Texaco";Servicio por demanda;TECHO;Bogotá;00000119-00;2009-05-19;OM09-302 ;2009-05-19;Pendiente;232000;486267;718267;0;0;0;114922;833189;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000136;2009-05-15;"Falta Iluminación División Ventas";Servicio por demanda;TECHO;Bogotá;00000120-00;2009-05-19;OM09-303 ;2009-05-20;Facturada total;38000;65899;103899;0;0;0;16623;120522;120523;107051;155;Acta finalización;2009-10-23;;Si;155;27002;58533;85535;0;0;0;13686;99221;6750;0;6750;0;0;0;1080;7830
INCOEL LTDA;00000133;2009-05-13;"Suministro e instalación de dos DPS's División de Ingeniería";Proyecto;TECHO;Bogotá;00000121-00;2009-05-19;OM09-304 ;2009-05-20;Pendiente;716496;4360144;5076640;0;0;0;812262;5888902;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000010;2009-02-11;"Trabajos Eléctricos Deposito";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000122-00;2009-05-19;OM09-305 ;2009-05-19;Descartada;7672500;14738150;22410650;0;0;0;3585704;25996354;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000010;2009-02-11;"Trabajos Eléctricos Deposito";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000123-00;2009-05-19;OM09-314 ;2009-05-26;Reemplazada;10374993;19630809;30005802;0;0;0;4800928;34806730;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ANDINA S.A.;00000156;2009-05-19;"Mantenimiento Planta Electrica";Emergencia;VILLAVICENCIO - CD;Villavicencio;00000124-00;2009-05-20;CT-CIM-09-21 ;2009-05-21;Facturada total;355832;0;355832;0;0;0;56933;412765;412765;366628;122;Acta finalización;2009-10-26;;Si;122;252847;0;252847;0;0;0;40456;293303;63212;0;63212;0;0;0;10114;73326
INCOEL LTDA;00000118;2009-05-05;"Iluminacion patios Centro de Distribución";Proyecto;CERVECERIA AGUILA;Barranquilla;00000125-00;2009-05-21;OM09-310 ;2009-05-14;Pendiente;9891000;45033906;54924906;0;0;0;8787984;63712890;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000157;2009-05-21;"Asistencia Tecnica ";Servicio por demanda;CERVECERIA AGUILA;Barranquilla;00000126-00;2009-05-21;OM09-313 ;2009-05-21;Pendiente;159340;0;159340;0;0;0;25494;184834;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000124;2009-05-07;"Bomba Transferencia y filtro trampa";Mantenimiento;SINCELEJO - CD;Sincelejo;00000127-00;2009-05-27;ING-CC-006 ;2009-06-18;Facturada total;401776;0;401776;0;0;0;64284;466060;466060;413966;155;Acta finalización;2009-10-23;;Si;155;285494;0;285494;0;0;0;45679;331173;71373;0;71373;0;0;0;11420;82793
INGELCOR LTDA;00000163;2009-05-27;"Reparaciones Electricas varias, matenimiento tomas, iluminación, sirenas, aires.";Proyecto;SANTA MARTA - CD;Santa Marta;00000128-00;2009-05-27;ING-CC-005 ;2009-11-06;Recotizada;1862964;110532;1973496;0;0;0;315759;2289255;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INGELCOR LTDA;00000166;2009-05-27;"Suministro e instalación de caja de paso 25 x 25";Servicio por demanda;SANTA MARTA - CD;Santa Marta;00000129-00;2009-05-27;ING-CC-007 ;2009-06-18;Facturada total;57944;34160;92104;0;0;0;14736;106840;106841;94898;155;Acta finalización;2009-10-24;;Si;155;41174;30342;71516;0;0;0;11442;82958;10293;0;10293;0;0;0;1647;11940
ANDINA S.A.;00000120;2009-05-06;"Mantenimiento Luminarias Bodega y Oficinas Centro de Distribución";Proyecto;CUCUTA - CD PREMIER;Cúcuta;00000130-00;2009-05-27;CT-CIM-09-24 ;2009-05-28;Pendiente;3721853;2558200;6280053;0;0;0;1004808;7284861;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000143;2009-05-15;"Revisión de Aires Acondicionado e Iluminación Gerencia de Distribución Zona Norte";Servicio por demanda;TECHO;Bogotá;00000131-00;2009-05-28;OM09-318 ;2009-05-29;Facturada total;28000;101931;129931;0;0;0;20788;150719;150720;133873;155;Acta finalización;2009-10-24;;Si;155;19896;90538;110434;0;0;0;17669;128103;4974;0;4974;0;0;0;796;5770
INCOEL LTDA;00000155;2009-05-18;"Daño lampara oficina Gerencia de Distribución Zona Sur";Servicio por demanda;TECHO;Bogotá;00000132-00;2009-06-09;OM09-337 ;2009-06-09;Facturada total;28000;101931;129931;0;0;0;20788;150719;150720;133873;155;Acta finalización;2009-10-24;;Si;155;19896;90538;110434;0;0;0;17669;128103;4974;0;4974;0;0;0;796;5770
INCOEL LTDA;00000161;2009-05-26;"Iluminación via Bahía Ventas ";Proyecto;TECHO;Bogotá;00000133-00;2009-05-28;OM09-316 ;2009-07-16;Descartada;38725000;114394075;153119075;0;0;0;24499052;177618127;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000150;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión POSM";Proyecto;CERVECERIA AGUILA;Barranquilla;00000134-00;2009-05-28;OM09-317 ;2009-05-29;Pendiente;11875550;24371084;36246634;0;0;0;5799461;42046095;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000145;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;TECHO;Bogotá;00000135-00;2009-07-21;OM09-324 ;2009-06-23;Facturada total;6125050;12036705;18161755;0;0;0;2905880;21067635;21067636;18712782;221;Acta finalización;2009-10-24;;Si;221;4352334;10691292;15043626;0;0;0;2406980;17450606;1088083;0;1088083;0;0;0;174093;1262176
INCOEL LTDA;00000146;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;BOGOTA - CD SUROCC AUTOSUR;Bogotá;00000136-00;2009-05-29;OM09-325 ;2009-05-29;Ejecutada;3748600;7821809;11570409;0;0;0;1851265;13421674;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000147;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;TUNJA - CD;Tunja;00000137-00;2009-05-28;OM09-320 ;2009-05-29;Pendiente;3325150;4667105;7992255;0;0;0;1278760;9271015;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000148;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;CERVECERIA DE BOYACA;Tibasosa;00000138-00;2009-05-28;OM09-322 ;2009-05-29;Pendiente;34251670;74843347;109095017;0;0;0;17455202;126550219;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000149;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;MALTERIA TROPICAL;Cartagena;00000139-00;2009-05-28;OM09-323 ;2009-05-29;Pendiente;18846595;44992574;63839169;0;0;0;10214267;74053436;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000151;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;CERVECERIA BUCARAMANGA;Bucaramanga;00000140-00;2009-05-28;OM09-319 ;2009-05-29;Pendiente;26431150;39456680;65887830;0;0;0;10542052;76429882;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
INCOEL LTDA;00000152;2009-05-15;"Control de Acceso y Circuito Cerrado de Televisión";Proyecto;CERVECERIA UNION;Itagui;00000141-00;2009-05-28;OM09-321 ;2009-05-29;Pendiente;63326827;139149994;202476821;0;0;0;32396291;234873112;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
